{'timestamp': '2026-02-08T16:42:00.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 267, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:27.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 261, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:31.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 189, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:35.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 244, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:36.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 254, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:40.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 297, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:41.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 182, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:45.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 217, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:47.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 179, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:52.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 288, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:57.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 270, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:59.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 191, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:04.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Service unavailable', 'latency_ms': 1928, 'status_code': 500}
{'timestamp': '2026-02-08T17:00:09.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 257, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:14.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 258, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:19.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 68, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:21.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 216, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:25.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Memory limit exceeded', 'latency_ms': 2249, 'status_code': 500}
{'timestamp': '2026-02-08T17:00:28.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 295, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:29.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 200, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:31.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Memory limit exceeded', 'latency_ms': 2772, 'status_code': 503}
{'timestamp': '2026-02-08T17:00:36.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Failed to authenticate user', 'latency_ms': 2072, 'status_code': 502}
{'timestamp': '2026-02-08T17:00:41.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 179, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:42.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Failed to authenticate user', 'latency_ms': 2243, 'status_code': 502}
{'timestamp': '2026-02-08T17:00:47.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 228, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:50.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 286, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:52.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 224, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:55.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 155, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:56.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 113, 'status_code': 200}
{'timestamp': '2026-02-08T17:00:57.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 114, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:00.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 62, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:05.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 205, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:08.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Database connection timeout', 'latency_ms': 718, 'status_code': 500}
{'timestamp': '2026-02-08T17:01:12.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 242, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:14.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 62, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:15.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 107, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:20.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 131, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:22.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 139, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:24.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 206, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:29.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 115, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:30.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 250, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:33.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 208, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:37.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 131, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:41.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 74, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:43.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 118, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:46.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 100, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:47.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 293, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:48.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 142, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:53.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 91, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:58.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 251, 'status_code': 200}
{'timestamp': '2026-02-08T17:01:59.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 92, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:00.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 183, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:05.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 279, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:09.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 226, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:11.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 161, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:14.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 164, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:19.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 94, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:21.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 260, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:23.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 275, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:28.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 193, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:31.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 98, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:33.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 300, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:38.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 198, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:39.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 272, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:43.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 253, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:45.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 253, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:47.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 80, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:51.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 295, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:54.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 87, 'status_code': 200}
{'timestamp': '2026-02-08T17:02:58.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 258, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:02.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 298, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:04.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 94, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:05.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 244, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:07.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 299, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:08.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 275, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:09.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 237, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:10.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 121, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:12.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 242, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:15.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 95, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:17.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 190, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:18.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 280, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:20.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 240, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:22.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 96, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:27.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 224, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:30.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 240, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:31.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 68, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:35.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 231, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:38.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 93, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:43.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 59, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:48.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 176, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:51.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Unhandled exception occurred', 'latency_ms': 2632, 'status_code': 500}
{'timestamp': '2026-02-08T17:03:52.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 206, 'status_code': 200}
{'timestamp': '2026-02-08T17:03:56.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 256, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:01.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 121, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:02.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 63, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:06.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 293, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:08.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 160, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:10.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 85, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:13.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 101, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:14.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 195, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:17.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 179, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:19.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Failed to authenticate user', 'latency_ms': 2737, 'status_code': 502}
{'timestamp': '2026-02-08T17:04:20.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 91, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:24.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Database connection timeout', 'latency_ms': 563, 'status_code': 500}
{'timestamp': '2026-02-08T17:04:27.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 165, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:30.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 218, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:35.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 203, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:40.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 234, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:43.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Database connection timeout', 'latency_ms': 2777, 'status_code': 503}
{'timestamp': '2026-02-08T17:04:48.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 60, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:52.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 171, 'status_code': 200}
{'timestamp': '2026-02-08T17:04:57.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 124, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:02.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 136, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:06.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 143, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:11.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 206, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:16.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 248, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:18.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 169, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:20.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 294, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:24.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 172, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:25.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 178, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:30.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 58, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:34.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 180, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:36.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 81, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:41.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 112, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:43.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 197, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:46.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 100, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:49.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Failed to authenticate user', 'latency_ms': 2236, 'status_code': 502}
{'timestamp': '2026-02-08T17:05:53.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 110, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:54.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 235, 'status_code': 200}
{'timestamp': '2026-02-08T17:05:59.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 274, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:02.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 70, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:07.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 277, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:09.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 175, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:11.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 151, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:13.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 85, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:16.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 204, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:19.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 293, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:20.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 226, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:25.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 270, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:27.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 127, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:28.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Failed to authenticate user', 'latency_ms': 2909, 'status_code': 502}
{'timestamp': '2026-02-08T17:06:31.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 265, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:35.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 217, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:40.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 200, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:45.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 189, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:46.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 55, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:49.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 279, 'status_code': 200}
{'timestamp': '2026-02-08T17:06:54.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 74, 'status_code': 200}
